,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
403,162-163,28466.041,3996.6,0,0,0,0,0,2,3,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,23,495.8,756.32,1085.31,1536.87,460.3,1005.05,728.76,1285.28
404,163-162,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,1525.17,1840.87,3788.87,3430.9,1347.95,1902.63,1970.52,2627.15
405,163-164,2342.26,3996.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
406,164-163,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1
407,163-165,7990.86,3996.6,0,0,0,0,0,1,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5,495.8,756.32,1085.31,1536.87,460.3,1005.05,728.76,1285.28
408,165-163,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1525.17,1840.87,3788.87,3430.9,1347.95,1902.63,1970.52,2627.15
409,156-166,57049.245,2788.6,1,2,10,0,3,4,7,13,0,0,0,1,1,1,2,0,0,0,0,0,4,0,0,0,8,8,9,0,0,0,0,1,2,0,0,0,47,1050.91,1154.6,2089.51,3784.14,2706.85,3185.86,4419.91,3854.4
410,166-156,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,1657.95,1736.69,4504.82,6362.28,1642.51,2006.93,2338.5,2028.89
411,166-169,61665.63,3974.9,1,6,11,0,3,4,9,18,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,61,1951.97,1667.08,5941.96,7443.14,2323.09,3084.97,4848.19,3687.71
412,169-166,,,,17,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,1578.56,1867.11,6918.16,6820.27,2012.04,3626.32,4378.99,2685.17
413,134-169,79197.049,14883.2,1,66,78,1,4,1,4,43,1,1,9,0,0,0,0,0,0,0,0,0,0,1,1,26,0,0,9,0,0,8,0,0,1,0,0,0,49,411.58,191.44,627.97,802.83,397.78,1218.98,1062.01,2647.05
414,169-134,,,,36,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,287.55,131.24,401.02,618.25,269.18,700.72,770.84,1822.44
415,169-170,10217.238,14883.2,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
416,170-169,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1
417,169-171,26117.737,3000,1,9,25,0,3,8,8,9,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,2024.92,1815.79,4816.05,6525.17,2204.51,2514.55,4391.92,3192.89
418,171-169,,,,7,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,778.34,1117.22,2697.76,3687.98,814.69,1948.7,1801,1699.98
419,171-172,28553.876,2150.4,1,6,16,0,3,5,7,12,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,35,2024.92,1815.79,4816.05,6525.17,2204.51,2514.55,4391.92,3192.89
420,172-171,,,,4,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,778.34,1117.22,2697.76,3687.98,814.69,1948.7,1801,1699.98
421,137-172,62988.99,2128.6,1,9,7,1,4,12,12,12,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,4,0,6,9,0,0,0,0,0,0,53,533.31,390.01,764.08,1132.44,162.75,558.11,277.98,1438.21
422,172-137,,,,12,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,1228.34,780.59,1806.73,1680.2,377.11,701.24,673.95,2562.17
423,172-173,8237.213,5442.5,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
424,173-172,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1
425,138-173,62553.051,1650.2,1,10,11,0,4,7,7,7,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,16,16,7,7,7,0,3,3,0,0,0,65,1573.71,699.79,1561.86,1620.85,188.53,713.97,313.7,1702.16
426,173-138,,,,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,892.46,767.79,1212.16,1373.32,306.45,560.98,605.06,2461.53
427,173-174,62553.051,1650.2,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
428,174-173,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1
429,173-175,120439.576,2610.1,1,27,64,1,3,16,24,36,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,11,15,15,47,0,0,15,0,0,1,0,0,0,121,1692.59,1717.33,5956.21,6148.67,4394.05,5574.5,3872.13,7035.67
430,175-173,,,,10,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,1657.83,1614.31,6427.9,7356.37,866.54,2452.68,1172.44,2690.32
431,150-175,65867.555,2411.9,1,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,72,2121.55,1400.83,2461.73,4970.59,660.28,1343.41,1693.67,1597.34
432,175-150,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,1428.02,1691.72,2107.86,5439.17,1572.35,3522.09,2390.31,3746.81
433,21-212,5209.508,5000,1,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
434,212-21,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1
435,212-211,79606.206,2900,1,3,2,0,1,2,2,4,0,0,0,1,0,0,3,0,0,2,0,0,6,0,0,1,0,0,14,0,0,1,0,0,5,0,0,0,56,1554.81,1458.7,2569.64,6711.53,1012.33,2543.34,1664.09,3663.01
436,211-212,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,1029.43,1262.61,2120.61,5291.32,1012.18,3229.34,2196.69,4533.75
437,211-210,10008.819,4150,1,0,0,0,3,2,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,380.11,332.34,551.27,1298.62,283.85,589.22,362.71,635.67
438,210-211,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,363.21,410.83,569.62,1379.65,360.68,809.36,534.51,896.67
439,210-208,41454.128,2790,1,0,0,0,3,1,1,3,0,0,0,1,0,0,0,0,0,0,0,5,5,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,29,790.36,826.99,1373.88,3340.38,714.85,1656.68,1078.73,1958.45
440,208-210,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,551.46,657.18,1166.72,3132.31,430.71,1372.56,1000.42,2045.64
441,208-209,24885.344,2150,1,0,0,0,3,2,2,4,0,0,0,1,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,1345.22,995.4,3193.08,4088.75,1780.49,2225.5,1302.21,2956.38
442,209-208,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,524.32,739.61,1966.66,2607.78,1402.07,1718.27,1373.37,2878.07
443,209-199,22339.709,2150,1,0,0,0,3,3,1,4,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,1345.22,995.4,3193.08,4088.75,1780.49,2225.5,1302.21,2956.38
444,199-209,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,524.32,739.61,1966.66,2607.78,1402.07,1718.27,1373.37,2878.07
445,199-198,46451.772,2635,1,5,0,0,3,3,2,9,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,51,1247.88,902.09,3122.35,3618.7,1822.37,1924.68,1469.83,2869.8
446,198-199,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,422.2,744.24,1640.58,2104.08,1204.42,1572.05,1218.9,2726.18
447,198-187,8273.581,2980,1,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
448,197-187,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1
449,187-186,60036.483,2670,1,5,1,0,3,7,1,10,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,74,1934.84,1371.81,4645.72,5339.63,2673.74,2583.75,2144.78,3934.75
450,186-187,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,538.42,945.61,2269.3,2854.54,1562.17,2251.06,1610.69,3715.67
451,186-181,11013.26,1840,1,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
452,181-186,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1
453,181-180,45438.298,2940,1,2,1,0,3,3,1,4,0,0,0,1,0,0,0,0,0,2,0,0,9,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,42,914.87,1085.33,2031.03,4064.04,852.38,1774.98,2491.18,1914.1
454,180-181,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,740.13,924.15,2107.98,3847.27,1218.72,1764.87,2687.44,2818.81
455,180-178,10905.03,5150,1,11,0,0,3,1,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,661.87,794.65,1962.11,2684.43,543.77,1182.11,1673.68,1316.1
456,178-180,,,,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,638.16,640.94,1967.95,2898.44,1053.64,1498.21,1944.13,1995.68
457,178-179,13235.638,5150,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
458,179-178,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1
459,178-177,11472.925,3910,1,1,8,0,3,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,661.87,794.65,1962.11,2684.43,543.77,1182.11,1673.68,1316.1
460,177-178,,,,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,638.16,640.94,1967.95,2898.44,1053.64,1498.21,1944.13,1995.68
461,177-176,80982.651,3850,1,5,5,0,3,2,1,81,0,0,0,1,0,0,3,0,0,2,0,0,11,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,67,1392.15,1071.14,3897.67,4743.49,870.6,2632.51,875.01,2146.85
462,176-177,,,,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,1325.55,1228.84,5496.38,6278.77,2850.86,3447.26,2586.97,5249.03
463,176-175,11861.818,4980,1,1,2,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
464,175-176,,,,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1
465,176-182,62552.456,2050,1,0,5,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,59,2216.96,1621.9,2785.04,6213.12,815.28,2538.62,1423.43,2777.98
466,182-176,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,1160.66,908.22,1639.23,2984.23,980.91,2277.75,1338.1,1953.43
467,182-150,11771.406,3980,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
468,150-182,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1
469,182-183,10481.883,3900,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
470,183-182,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1
471,183-190,16186.36,3530,1,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1697.13,1357.24,2383.57,5193.02,1020.97,2282.57,1500.09,2720.51
472,190-183,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,1279.32,1379.37,1827.57,4320.65,1262.59,2624.17,1802.98,3365.63
473,190-191,1806.651,3530,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
474,191-190,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1
475,190-189,43534.167,3850,1,3,9,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,53,1697.13,1357.24,2383.57,5193.02,1020.97,2282.57,1500.09,2720.51
476,189-190,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,1279.32,1379.37,1827.57,4320.65,1262.59,2624.17,1802.98,3365.63
477,189-97,8657.224,3300,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
478,97-189,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1
479,189-188,2803.313,3850,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
480,188-189,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1
481,188-193,8824.719,3900,1,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
482,193-188,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1
483,193-192,4121.252,1100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
484,192-193,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1
485,192-94,5546.604,3900,1,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
486,94-192,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1
487,192-204,42015.957,7000,0,1,5,0,0,3,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,1,0,0,44,825.44,868.73,1381.86,2835.43,1054.8,1906.29,1387.42,2173.64
488,204-192,,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,1170.97,715.94,1497.24,3104.16,539.31,1167.5,775.33,1406.71
489,204-205,46658.419,7000,0,1,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,1,0,1,27,665.86,686.56,1041.36,2330.66,643.02,1376.64,923.6,1770.12
490,205-204,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,1177.09,971.15,1588.37,3741.43,700.43,1720.61,1113.52,2277.2
491,205-213,10002.555,7000,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,2,0,2,0,0,0,2,0,2,2,0,2,0,0,0,7,345.62,642.09,598.93,1744.45,673.53,1395.99,958.41,1832.16
492,213-205,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2039.17,1407.47,2058.15,4557.56,1042.13,2431.1,1417.85,2992.35
493,213-214,1516.592,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
494,214-213,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1
495,213-212,36603.516,7000,0,0,1,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,0,0,0,30,345.62,642.09,598.93,1744.45,673.53,1395.99,958.41,1832.16
496,212-213,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,2039.17,1407.47,2058.15,4557.56,1042.13,2431.1,1417.85,2992.35
497,205-206,17914.429,5500,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,21,903.66,1238.03,3294.93,4216.84,1020.38,2499.67,1693.78,5328.19
498,206-205,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1198.31,1507.58,4320.19,5367.39,1431.77,3077,2354.08,7104.23
499,206-207,2954.894,5550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
500,207-206,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1
501,206-208,78815.691,5550,0,1,0,0,0,2,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,68,903.66,1238.03,3294.93,4216.84,1020.38,2499.67,1693.78,5328.19
502,208-206,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,1198.31,1507.58,4320.19,5367.39,1431.77,3077,2354.08,7104.23
503,204-202,51728.164,5500,0,0,0,0,0,1,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,3,0,3,60,2042.45,1666.05,5832.64,7146.75,2748.69,3525.84,2540.97,5046.39
504,202-204,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,1727.34,1588.15,5456.04,6563.87,2353.9,3186.9,2511.36,4642.88
505,202-203,3018.142,5500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
506,203-202,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1
507,202-200,34520.934,5500,0,0,0,0,0,1,3,3,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,31,2042.45,1666.05,5832.64,7146.75,2748.69,3525.84,2540.97,5046.39
508,200-202,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,1727.34,1588.15,5456.04,6563.87,2353.9,3186.9,2511.36,4642.88
509,200-201,3018.969,5500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
510,201-200,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1
511,200-199,16713.593,5500,0,0,0,0,0,2,0,3,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,18,2042.45,1666.05,5832.64,7146.75,2748.69,3525.84,2540.97,5046.39
512,199-200,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,1727.34,1588.15,5456.04,6563.87,2353.9,3186.9,2511.36,4642.88
513,193-194,50981.081,1140,1,5,3,0,2,9,0,9,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2,0,0,0,71,2501.44,2157.65,7005.21,8159.72,4299.63,4906.68,3787.76,7921.78
514,194-193,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,1929.57,1613.81,6236.43,7709.31,2081.71,3794.42,2100.86,5449.81
515,194-195,2038.503,1250,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
516,195-194,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1
517,194-196,37026.536,1250,1,1,5,0,2,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,41,2501.44,2157.65,7005.21,8159.72,4299.63,4906.68,3787.76,7921.78
518,196-194,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,1929.57,1613.81,6236.43,7709.31,2081.71,3794.42,2100.86,5449.81
519,196-197,1292.284,930,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
520,197-196,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1
521,196-198,11920.761,930,1,0,0,0,2,3,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2501.44,2157.65,7005.21,8159.72,4299.63,4906.68,3787.76,7921.78
522,198-196,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,1929.57,1613.81,6236.43,7709.31,2081.71,3794.42,2100.86,5449.81
523,188-187,97760.068,890,1,3,0,0,0,13,0,13,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,129,3605.79,2643.44,8665.57,10083.94,3796.7,5477.67,3298.56,7709.29
524,187-188,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,1080.65,973.27,3862.46,4789.85,1396.02,2222.18,1444.74,3508
525,183-184,77543.357,620,1,5,3,0,0,6,6,12,0,0,0,0,2,0,2,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,2,1,0,1,112,2580.83,2152.04,7620.22,8409.07,5369.03,4784.57,4342.52,7629.35
526,184-183,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,1889.14,1562.54,4990.14,6211.23,875.44,3580.89,935.89,2567.54
527,184-185,1025.025,1670,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
528,185-184,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1
529,184-186,20930.545,1670,1,0,0,0,0,1,2,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,14,2580.83,2152.04,7620.22,8409.07,5369.03,4784.57,4342.52,7629.35
530,186-184,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1889.14,1562.54,4990.14,6211.23,875.44,3580.89,935.89,2567.54
531,182-181,97807.2,2270,1,2,0,0,3,8,4,14,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,3,0,10,28,0,0,0,0,0,1,0,0,0,123,2675.05,1709.56,6538.27,7104.75,2932.42,2761.6,2438.96,4348.19
532,181-182,,,,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,1307.47,1523.09,3014.61,3529.2,2935.25,3800.13,2564.82,5787.26
535,59-204,5556.19,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
536,204-59,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1
539,46-205,5488.59,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
540,205-46,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1